date,home_team,away_team,team,scorer,minute,own_goal,penalty
2005-06-16,Sweden,Norway,Sweden,Hanna Ljungberg,43,FALSE,FALSE
2005-06-16,Sweden,Norway,Norway,Isabell Herlovsen,65,FALSE,FALSE
2005-06-16,Sweden,Norway,Sweden,Hanna Ljungberg,89,FALSE,FALSE
2005-06-16,Sweden,Norway,Norway,Solveig Gulbrandsen,109,FALSE,FALSE
2005-06-19,Germany,Norway,Germany,Inka Grings,21,FALSE,FALSE
2005-06-19,Germany,Norway,Germany,Renate Lingor,24,FALSE,FALSE
2005-06-19,Germany,Norway,Norway,Dagny Mellgren,41,FALSE,FALSE
2005-06-19,Germany,Norway,Germany,Birgit Prinz,63,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Melanie Behringer,12,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Kerstin Garefrekes,17,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Melanie Behringer,24,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Birgit Prinz,29,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Birgit Prinz,45,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Renate Lingor,51,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Sandra Smisek,57,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Birgit Prinz,59,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Sandra Smisek,70,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Sandra Smisek,79,FALSE,FALSE
2007-09-10,Germany,Argentina,Germany,Renate Lingor,90,FALSE,FALSE
2007-09-11,Japan,England,Japan,Aya Miyama,55,FALSE,FALSE
2007-09-11,Japan,England,England,Kelly Smith,81,FALSE,FALSE
2007-09-11,Japan,England,England,Kelly Smith,83,FALSE,FALSE
2007-09-11,Japan,England,Japan,Aya Miyama,90,FALSE,FALSE
2007-09-11,Nigeria,Sweden,Sweden,Victoria Sandell Svensson,50,FALSE,FALSE
2007-09-11,Nigeria,Sweden,Nigeria,Cynthia Uwak,82,FALSE,FALSE
2007-09-11,United States,North Korea,United States,Abby Wambach,50,FALSE,FALSE
2007-09-11,United States,North Korea,North Korea,Kil Son-hui,58,FALSE,FALSE
2007-09-11,United States,North Korea,North Korea,Kim Yong-ae,62,FALSE,FALSE
2007-09-11,United States,North Korea,United States,Heather O'Reilly,69,FALSE,FALSE
2007-09-12,China PR,Denmark,China PR,Li Jie,31,FALSE,FALSE
2007-09-12,China PR,Denmark,China PR,Bi Yan,50,FALSE,FALSE
2007-09-12,China PR,Denmark,Denmark,Anne Dot Eggers Nielsen,51,FALSE,FALSE
2007-09-12,China PR,Denmark,Denmark,Cathrine Paaske Sørensen,87,FALSE,FALSE
2007-09-12,China PR,Denmark,China PR,Song Xiaoli,88,FALSE,FALSE
2007-09-12,Ghana,Australia,Australia,Sarah Walsh,15,FALSE,FALSE
2007-09-12,Ghana,Australia,Australia,Lisa De Vanna,57,FALSE,FALSE
2007-09-12,Ghana,Australia,Australia,Heather Garriock,69,FALSE,FALSE
2007-09-12,Ghana,Australia,Ghana,Anita Amankwa,70,FALSE,FALSE
2007-09-12,Ghana,Australia,Australia,Lisa De Vanna,81,FALSE,FALSE
2007-09-12,New Zealand,Brazil,Brazil,Daniela Alves Lima,10,FALSE,FALSE
2007-09-12,New Zealand,Brazil,Brazil,Cristiane,54,FALSE,FALSE
2007-09-12,New Zealand,Brazil,Brazil,Marta,74,FALSE,FALSE
2007-09-12,New Zealand,Brazil,Brazil,Renata Costa,86,FALSE,FALSE
2007-09-12,New Zealand,Brazil,Brazil,Marta,90,FALSE,FALSE
2007-09-12,Norway,Canada,Canada,Candace Chapman,33,FALSE,FALSE
2007-09-12,Norway,Canada,Norway,Ragnhild Gulbrandsen,52,FALSE,FALSE
2007-09-12,Norway,Canada,Norway,Ane Stangeland Horpestad,81,FALSE,FALSE
2007-09-14,Argentina,Japan,Japan,Yūki Nagasato,90,FALSE,FALSE
2007-09-14,North Korea,Nigeria,North Korea,Kim Kyong-hwa,17,FALSE,FALSE
2007-09-14,North Korea,Nigeria,North Korea,Ri Kum-suk,21,FALSE,FALSE
2007-09-14,Sweden,United States,United States,Abby Wambach,34,FALSE,TRUE
2007-09-14,Sweden,United States,United States,Abby Wambach,58,FALSE,FALSE
2007-09-15,Australia,Norway,Norway,Ragnhild Gulbrandsen,5,FALSE,FALSE
2007-09-15,Australia,Norway,Australia,Lisa De Vanna,83,FALSE,FALSE
2007-09-15,Canada,Ghana,Canada,Christine Sinclair,16,FALSE,FALSE
2007-09-15,Canada,Ghana,Canada,Sophie Schmidt,55,FALSE,FALSE
2007-09-15,Canada,Ghana,Canada,Christine Sinclair,62,FALSE,FALSE
2007-09-15,Canada,Ghana,Canada,Martina Franko,77,FALSE,FALSE
2007-09-15,China PR,Brazil,Brazil,Marta,42,FALSE,FALSE
2007-09-15,China PR,Brazil,Brazil,Cristiane,47,FALSE,FALSE
2007-09-15,China PR,Brazil,Brazil,Cristiane,48,FALSE,FALSE
2007-09-15,China PR,Brazil,Brazil,Marta,70,FALSE,FALSE
2007-09-15,Denmark,New Zealand,Denmark,Katrine Pedersen,61,FALSE,FALSE
2007-09-15,Denmark,New Zealand,Denmark,Cathrine Paaske Sørensen,66,FALSE,FALSE
2007-09-17,England,Argentina,England,Eva González,9,TRUE,FALSE
2007-09-17,England,Argentina,England,Jill Scott,10,FALSE,FALSE
2007-09-17,England,Argentina,England,Fara Williams,50,FALSE,TRUE
2007-09-17,England,Argentina,Argentina,Eva González,60,FALSE,FALSE
2007-09-17,England,Argentina,England,Kelly Smith,64,FALSE,FALSE
2007-09-17,England,Argentina,England,Kelly Smith,77,FALSE,FALSE
2007-09-17,England,Argentina,England,Vicky Exley,90,FALSE,TRUE
2007-09-17,Germany,Japan,Germany,Birgit Prinz,21,FALSE,FALSE
2007-09-17,Germany,Japan,Germany,Renate Lingor,87,FALSE,TRUE
2007-09-18,Nigeria,United States,United States,Lori Chalupny,1,FALSE,FALSE
2007-09-18,North Korea,Sweden,Sweden,Lotta Schelin,4,FALSE,FALSE
2007-09-18,North Korea,Sweden,North Korea,Ri Un-suk,22,FALSE,FALSE
2007-09-18,North Korea,Sweden,Sweden,Lotta Schelin,54,FALSE,FALSE
2007-09-20,Australia,Canada,Canada,Melissa Tancredi,1,FALSE,FALSE
2007-09-20,Australia,Canada,Australia,Collette McCallum,53,FALSE,FALSE
2007-09-20,Australia,Canada,Canada,Christine Sinclair,85,FALSE,FALSE
2007-09-20,Australia,Canada,Australia,Cheryl Salisbury,90,FALSE,FALSE
2007-09-20,Brazil,Denmark,Brazil,Pretinha,90,FALSE,FALSE
2007-09-20,China PR,New Zealand,China PR,Li Jie,57,FALSE,FALSE
2007-09-20,China PR,New Zealand,China PR,Xie Caixia,79,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Lene Storløkken,4,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Ragnhild Gulbrandsen,39,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Ane Stangeland Horpestad,45,FALSE,TRUE
2007-09-20,Norway,Ghana,Norway,Isabell Herlovsen,56,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Ragnhild Gulbrandsen,59,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Ragnhild Gulbrandsen,62,FALSE,FALSE
2007-09-20,Norway,Ghana,Norway,Lise Klaveness,69,FALSE,FALSE
2007-09-20,Norway,Ghana,Ghana,Adjoa Bayor,73,FALSE,FALSE
2007-09-20,Norway,Ghana,Ghana,Florence Okoe,80,FALSE,TRUE
2007-09-22,Germany,North Korea,Germany,Kerstin Garefrekes,44,FALSE,FALSE
2007-09-22,Germany,North Korea,Germany,Renate Lingor,67,FALSE,FALSE
2007-09-22,Germany,North Korea,Germany,Annike Krahn,72,FALSE,FALSE
2007-09-22,United States,England,United States,Abby Wambach,48,FALSE,FALSE
2007-09-22,United States,England,United States,Shannon Boxx,57,FALSE,FALSE
2007-09-22,United States,England,United States,Kristine Lilly,60,FALSE,FALSE
2007-09-23,Brazil,Australia,Brazil,Formiga,4,FALSE,FALSE
2007-09-23,Brazil,Australia,Brazil,Marta,23,FALSE,TRUE
2007-09-23,Brazil,Australia,Australia,Lisa De Vanna,36,FALSE,FALSE
2007-09-23,Brazil,Australia,Australia,Lauren Colthorpe,68,FALSE,FALSE
2007-09-23,Brazil,Australia,Brazil,Cristiane,75,FALSE,FALSE
2007-09-23,China PR,Norway,Norway,Isabell Herlovsen,32,FALSE,FALSE
2007-09-26,Germany,Norway,Germany,Trine Rønning,42,TRUE,FALSE
2007-09-26,Germany,Norway,Germany,Kerstin Stegemann,72,FALSE,FALSE
2007-09-26,Germany,Norway,Germany,Martina Müller,75,FALSE,FALSE
2007-09-27,United States,Brazil,Brazil,Leslie Osborne,20,TRUE,FALSE
2007-09-27,United States,Brazil,Brazil,Marta,27,FALSE,FALSE
2007-09-27,United States,Brazil,Brazil,Cristiane,56,FALSE,FALSE
2007-09-27,United States,Brazil,Brazil,Marta,79,FALSE,FALSE
2007-09-30,Germany,Brazil,Germany,Birgit Prinz,52,FALSE,FALSE
2007-09-30,Germany,Brazil,Germany,Simone Laudehr,86,FALSE,FALSE
2007-09-30,Norway,United States,United States,Abby Wambach,30,FALSE,FALSE
2007-09-30,Norway,United States,United States,Abby Wambach,46,FALSE,FALSE
2007-09-30,Norway,United States,United States,Lori Chalupny,58,FALSE,FALSE
2007-09-30,Norway,United States,United States,Heather O'Reilly,59,FALSE,FALSE
2007-09-30,Norway,United States,Norway,Ragnhild Gulbrandsen,63,FALSE,FALSE
2008-08-06,Argentina,Canada,Canada,Candace Chapman,27,FALSE,FALSE
2008-08-06,Argentina,Canada,Canada,Kara Lang,72,FALSE,FALSE
2008-08-06,Argentina,Canada,Argentina,Ludmila Manicler,85,FALSE,FALSE
2008-08-06,China PR,Sweden,China PR,Xu Yuan,6,FALSE,FALSE
2008-08-06,China PR,Sweden,Sweden,Lotta Schelin,38,FALSE,FALSE
2008-08-06,China PR,Sweden,China PR,Han Duan,72,FALSE,FALSE
2008-08-06,Japan,New Zealand,New Zealand,Kirsty Yallop,37,FALSE,FALSE
2008-08-06,Japan,New Zealand,New Zealand,Amber Hearn,56,FALSE,TRUE
2008-08-06,Japan,New Zealand,Japan,Aya Miyama,72,FALSE,TRUE
2008-08-06,Japan,New Zealand,Japan,Homare Sawa,86,FALSE,FALSE
2008-08-06,North Korea,Nigeria,North Korea,Kim Kyong-hwa,27,FALSE,FALSE
2008-08-06,Norway,United States,Norway,Leni Larsen Kaurin,2,FALSE,FALSE
2008-08-06,Norway,United States,Norway,Melissa Wiik,4,FALSE,FALSE
2008-08-09,Brazil,North Korea,Brazil,Daniela,14,FALSE,FALSE
2008-08-09,Brazil,North Korea,Brazil,Marta Vieira da Silva,23,FALSE,FALSE
2008-08-09,Brazil,North Korea,North Korea,Ri Kum-suk,90,FALSE,FALSE
2008-08-09,China PR,Canada,Canada,Christine Sinclair,34,FALSE,FALSE
2008-08-09,China PR,Canada,China PR,Xu Yuan,36,FALSE,FALSE
2008-08-09,New Zealand,Norway,Norway,Melissa Wiik,8,FALSE,FALSE
2008-08-09,Nigeria,Germany,Germany,Kerstin Stegemann,65,FALSE,FALSE
2008-08-09,Sweden,Argentina,Sweden,Nilla Fischer,57,FALSE,FALSE
2008-08-09,United States,Japan,United States,Carli Lloyd,27,FALSE,FALSE
2008-08-12,China PR,Argentina,China PR,Florencia Quiñones,52,TRUE,FALSE
2008-08-12,China PR,Argentina,China PR,Gu Yasha,90,FALSE,FALSE
2008-08-12,Nigeria,Brazil,Nigeria,Perpetua Nkwocha,19,FALSE,TRUE
2008-08-12,Nigeria,Brazil,Brazil,Cristiane Rozeira de Souza Silva,34,FALSE,FALSE
2008-08-12,Nigeria,Brazil,Brazil,Cristiane Rozeira de Souza Silva,35,FALSE,FALSE
2008-08-12,Nigeria,Brazil,Brazil,Cristiane Rozeira de Souza Silva,45,FALSE,FALSE
2008-08-12,North Korea,Germany,Germany,Anja Mittag,86,FALSE,FALSE
2008-08-12,Norway,Japan,Norway,Guro Knutsen,27,FALSE,FALSE
2008-08-12,Norway,Japan,Japan,Yukari Kinga,31,FALSE,FALSE
2008-08-12,Norway,Japan,Japan,Gunhild Følstad,51,TRUE,FALSE
2008-08-12,Norway,Japan,Japan,Shinobu Ohno,52,FALSE,FALSE
2008-08-12,Norway,Japan,Japan,Homare Sawa,71,FALSE,FALSE
2008-08-12,Norway,Japan,Japan,Ayumi Hara,83,FALSE,FALSE
2008-08-12,Sweden,Canada,Sweden,Lotta Schelin,19,FALSE,FALSE
2008-08-12,Sweden,Canada,Sweden,Lotta Schelin,51,FALSE,FALSE
2008-08-12,Sweden,Canada,Canada,Melissa Tancredi,63,FALSE,FALSE
2008-08-12,United States,New Zealand,United States,Heather O'Reilly,1,FALSE,FALSE
2008-08-12,United States,New Zealand,United States,Amy Rodriguez,43,FALSE,FALSE
2008-08-12,United States,New Zealand,United States,Lindsay Tarpley,56,FALSE,FALSE
2008-08-12,United States,New Zealand,United States,Angela Hucles,60,FALSE,FALSE
2008-08-15,Brazil,Norway,Brazil,Daniela,43,FALSE,FALSE
2008-08-15,Brazil,Norway,Brazil,Marta Vieira da Silva,57,FALSE,FALSE
2008-08-15,Brazil,Norway,Norway,Siri Nordby,83,FALSE,TRUE
2008-08-15,China PR,Japan,Japan,Homare Sawa,15,FALSE,FALSE
2008-08-15,China PR,Japan,Japan,Yuki Nagasato,80,FALSE,FALSE
2008-08-15,Sweden,Germany,Germany,Kerstin Garefrekes,104,FALSE,FALSE
2008-08-15,Sweden,Germany,Germany,Simone Laudehr,115,FALSE,FALSE
2008-08-15,United States,Canada,United States,Angela Hucles,12,FALSE,FALSE
2008-08-15,United States,Canada,Canada,Christine Sinclair,30,FALSE,FALSE
2008-08-15,United States,Canada,United States,Natasha Kai,101,FALSE,FALSE
2008-08-18,Brazil,Germany,Germany,Birgit Prinz,10,FALSE,FALSE
2008-08-18,Brazil,Germany,Brazil,Miraildes Maciel Mota,43,FALSE,FALSE
2008-08-18,Brazil,Germany,Brazil,Cristiane Rozeira de Souza Silva,49,FALSE,FALSE
2008-08-18,Brazil,Germany,Brazil,Marta Vieira da Silva,53,FALSE,FALSE
2008-08-18,Brazil,Germany,Brazil,Cristiane Rozeira de Souza Silva,76,FALSE,FALSE
2008-08-18,United States,Japan,Japan,Shinobu Ohno,16,FALSE,FALSE
2008-08-18,United States,Japan,United States,Angela Hucles,41,FALSE,FALSE
2008-08-18,United States,Japan,United States,Lori Chalupny,44,FALSE,FALSE
2008-08-18,United States,Japan,United States,Heather O'Reilly,70,FALSE,FALSE
2008-08-18,United States,Japan,United States,Angela Hucles,80,FALSE,FALSE
2008-08-18,United States,Japan,Japan,Eriko Arakawa,90,FALSE,FALSE
2008-08-21,Brazil,United States,United States,Carli Lloyd,96,FALSE,FALSE
2008-08-21,Germany,Japan,Germany,Fatmire Bajramaj,68,FALSE,FALSE
2008-08-21,Germany,Japan,Germany,Fatmire Bajramaj,87,FALSE,FALSE
2009-08-23,Finland,Denmark,Finland,Maija Saari,49,FALSE,FALSE
2009-08-23,Ukraine,Netherlands,Netherlands,Kirsten van de Ven,4,FALSE,FALSE
2009-08-23,Ukraine,Netherlands,Netherlands,Karin Stevens,9,FALSE,FALSE
2009-08-24,Germany,Norway,Germany,Linda Bresonik,33,FALSE,TRUE
2009-08-24,Germany,Norway,Germany,Fatmire Bajramaj,90,FALSE,FALSE
2009-08-24,Germany,Norway,Germany,Fatmire Bajramaj,90,FALSE,FALSE
2009-08-24,Germany,Norway,Germany,Anja Mittag,90,FALSE,FALSE
2009-08-24,Iceland,France,Iceland,Hólmfríður Magnúsdóttir,6,FALSE,FALSE
2009-08-24,Iceland,France,France,Camille Abily,18,FALSE,TRUE
2009-08-24,Iceland,France,France,Sonia Bompastor,53,FALSE,TRUE
2009-08-24,Iceland,France,France,Louisa Cadamuro,67,FALSE,FALSE
2009-08-25,Italy,England,England,Fara Williams,38,FALSE,TRUE
2009-08-25,Italy,England,Italy,Patrizia Panico,56,FALSE,FALSE
2009-08-25,Italy,England,Italy,Alessia Tuttino,82,FALSE,FALSE
2009-08-25,Sweden,Russia,Sweden,Charlotte Rohlin,5,FALSE,FALSE
2009-08-25,Sweden,Russia,Sweden,Victoria Sandell Svensson,15,FALSE,FALSE
2009-08-25,Sweden,Russia,Sweden,Caroline Seger,82,FALSE,FALSE
2009-08-26,Finland,Netherlands,Finland,Laura Österberg Kalmari,7,FALSE,FALSE
2009-08-26,Finland,Netherlands,Netherlands,Kirsten van de Ven,25,FALSE,FALSE
2009-08-26,Finland,Netherlands,Finland,Laura Österberg Kalmari,69,FALSE,FALSE
2009-08-26,Ukraine,Denmark,Denmark,Camilla Sand,49,FALSE,FALSE
2009-08-26,Ukraine,Denmark,Ukraine,Daryna Apanaschenko,63,FALSE,FALSE
2009-08-26,Ukraine,Denmark,Denmark,Maiken Pape,87,FALSE,FALSE
2009-08-27,France,Germany,Germany,Inka Grings,9,FALSE,FALSE
2009-08-27,France,Germany,Germany,Annike Krahn,17,FALSE,FALSE
2009-08-27,France,Germany,Germany,Melanie Behringer,45,FALSE,FALSE
2009-08-27,France,Germany,Germany,Linda Bresonik,47,FALSE,TRUE
2009-08-27,France,Germany,France,Gaëtane Thiney,51,FALSE,FALSE
2009-08-27,France,Germany,Germany,Simone Laudehr,90,FALSE,FALSE
2009-08-27,Iceland,Norway,Norway,Cecilie Pedersen,45,FALSE,FALSE
2009-08-28,England,Russia,Russia,Ksenia Tsybutovich,2,FALSE,FALSE
2009-08-28,England,Russia,Russia,Olesya Kurochkina,22,FALSE,FALSE
2009-08-28,England,Russia,England,Karen Carney,24,FALSE,FALSE
2009-08-28,England,Russia,England,Eniola Aluko,32,FALSE,FALSE
2009-08-28,England,Russia,England,Kelly Smith,42,FALSE,FALSE
2009-08-28,Italy,Sweden,Sweden,Lotta Schelin,9,FALSE,FALSE
2009-08-28,Italy,Sweden,Sweden,Kosovare Asllani,19,FALSE,FALSE
2009-08-29,Denmark,Netherlands,Netherlands,Sylvia Smit,58,FALSE,FALSE
2009-08-29,Denmark,Netherlands,Netherlands,Manon Melis,66,FALSE,FALSE
2009-08-29,Denmark,Netherlands,Denmark,Johanna Rasmussen,71,FALSE,FALSE
2009-08-29,Finland,Ukraine,Ukraine,Lyudmyla Pekur,69,FALSE,FALSE
2009-08-30,Germany,Iceland,Germany,Inka Grings,50,FALSE,FALSE
2009-08-30,Norway,France,Norway,Lene Storløkken,4,FALSE,FALSE
2009-08-30,Norway,France,France,Camille Abily,16,FALSE,FALSE
2009-08-31,Russia,Italy,Italy,Melania Gabbiadini,77,FALSE,FALSE
2009-08-31,Russia,Italy,Italy,Tatiana Zorri,90,FALSE,FALSE
2009-08-31,Sweden,England,England,Faye White,28,FALSE,FALSE
2009-08-31,Sweden,England,Sweden,Victoria Sandell Svensson,40,FALSE,TRUE
2009-09-03,Finland,England,England,Eniola Aluko,15,FALSE,FALSE
2009-09-03,Finland,England,England,Fara Williams,49,FALSE,FALSE
2009-09-03,Finland,England,Finland,Annica Sjölund,66,FALSE,FALSE
2009-09-03,Finland,England,England,Eniola Aluko,67,FALSE,FALSE
2009-09-03,Finland,England,Finland,Linda Sällström,79,FALSE,FALSE
2009-09-04,Germany,Italy,Germany,Inka Grings,4,FALSE,FALSE
2009-09-04,Germany,Italy,Germany,Inka Grings,47,FALSE,FALSE
2009-09-04,Germany,Italy,Italy,Patrizia Panico,63,FALSE,FALSE
2009-09-04,Sweden,Norway,Norway,Stina Segerström,39,TRUE,FALSE
2009-09-04,Sweden,Norway,Norway,Anneli Giske,45,FALSE,FALSE
2009-09-04,Sweden,Norway,Norway,Cecilie Pedersen,60,FALSE,FALSE
2009-09-04,Sweden,Norway,Sweden,Victoria Sandell Svensson,80,FALSE,FALSE
2009-09-06,England,Netherlands,England,Kelly Smith,61,FALSE,FALSE
2009-09-06,England,Netherlands,Netherlands,Marlous Pieëte,64,FALSE,FALSE
2009-09-06,England,Netherlands,England,Jill Scott,116,FALSE,FALSE
2009-09-07,Germany,Norway,Norway,Isabell Herlovsen,10,FALSE,FALSE
2009-09-07,Germany,Norway,Germany,Simone Laudehr,59,FALSE,FALSE
2009-09-07,Germany,Norway,Germany,Célia Okoyino da Mbabi,61,FALSE,FALSE
2009-09-07,Germany,Norway,Germany,Fatmire Bajramaj,90,FALSE,FALSE
2009-09-10,England,Germany,Germany,Birgit Prinz,20,FALSE,FALSE
2009-09-10,England,Germany,Germany,Melanie Behringer,22,FALSE,FALSE
2009-09-10,England,Germany,England,Karen Carney,24,FALSE,FALSE
2009-09-10,England,Germany,Germany,Kim Kulig,50,FALSE,FALSE
2009-09-10,England,Germany,England,Kelly Smith,55,FALSE,FALSE
2009-09-10,England,Germany,Germany,Inka Grings,62,FALSE,FALSE
2009-09-10,England,Germany,Germany,Inka Grings,73,FALSE,FALSE
2009-09-10,England,Germany,Germany,Birgit Prinz,76,FALSE,FALSE
2011-06-26,Germany,Canada,Germany,Kerstin Garefrekes,10,FALSE,FALSE
2011-06-26,Germany,Canada,Germany,Célia Šašić,42,FALSE,FALSE
2011-06-26,Germany,Canada,Canada,Christine Sinclair,82,FALSE,FALSE
2011-06-26,Nigeria,France,France,Marie-Laure Delie,56,FALSE,FALSE
2011-06-27,Japan,New Zealand,Japan,Yūki Nagasato,6,FALSE,FALSE
2011-06-27,Japan,New Zealand,New Zealand,Amber Hearn,12,FALSE,FALSE
2011-06-27,Japan,New Zealand,Japan,Aya Miyama,68,FALSE,FALSE
2011-06-27,Mexico,England,England,Fara Williams,21,FALSE,FALSE
2011-06-27,Mexico,England,Mexico,Mónica Ocampo,33,FALSE,FALSE
2011-06-28,Colombia,Sweden,Sweden,Jessica Landström,57,FALSE,FALSE
2011-06-28,United States,North Korea,United States,Lauren Holiday,54,FALSE,FALSE
2011-06-28,United States,North Korea,United States,Rachel Van Hollebeke,76,FALSE,FALSE
2011-06-29,Brazil,Australia,Brazil,Rosana dos Santos Augusto,54,FALSE,FALSE
2011-06-29,Norway,Equatorial Guinea,Norway,Emilie Haavi,84,FALSE,FALSE
2011-06-30,Canada,France,France,Gaëtane Thiney,24,FALSE,FALSE
2011-06-30,Canada,France,France,Gaëtane Thiney,60,FALSE,FALSE
2011-06-30,Canada,France,France,Camille Abily,66,FALSE,FALSE
2011-06-30,Canada,France,France,Élodie Thomis,83,FALSE,FALSE
2011-06-30,Germany,Nigeria,Germany,Simone Laudehr,54,FALSE,FALSE
2011-07-01,Japan,Mexico,Japan,Homare Sawa,13,FALSE,FALSE
2011-07-01,Japan,Mexico,Japan,Shinobu Ohno,15,FALSE,FALSE
2011-07-01,Japan,Mexico,Japan,Homare Sawa,39,FALSE,FALSE
2011-07-01,Japan,Mexico,Japan,Homare Sawa,80,FALSE,FALSE
2011-07-01,New Zealand,England,New Zealand,Sarah Gregorius,18,FALSE,FALSE
2011-07-01,New Zealand,England,England,Jill Scott,63,FALSE,FALSE
2011-07-01,New Zealand,England,England,Jessica Clarke,81,FALSE,FALSE
2011-07-02,North Korea,Sweden,Sweden,Lisa Dahlkvist,64,FALSE,FALSE
2011-07-02,United States,Colombia,United States,Heather O'Reilly,12,FALSE,FALSE
2011-07-02,United States,Colombia,United States,Megan Rapinoe,50,FALSE,FALSE
2011-07-02,United States,Colombia,United States,Carli Lloyd,57,FALSE,FALSE
2011-07-03,Australia,Equatorial Guinea,Australia,Leena Khamis,8,FALSE,FALSE
2011-07-03,Australia,Equatorial Guinea,Equatorial Guinea,Genoveva Añonman,21,FALSE,FALSE
2011-07-03,Australia,Equatorial Guinea,Australia,Emily van Egmond,48,FALSE,FALSE
2011-07-03,Australia,Equatorial Guinea,Australia,Lisa De Vanna,51,FALSE,FALSE
2011-07-03,Australia,Equatorial Guinea,Equatorial Guinea,Genoveva Añonman,83,FALSE,FALSE
2011-07-03,Brazil,Norway,Brazil,Marta,22,FALSE,FALSE
2011-07-03,Brazil,Norway,Brazil,Rosana dos Santos Augusto,46,FALSE,FALSE
2011-07-03,Brazil,Norway,Brazil,Marta,48,FALSE,FALSE
2011-07-05,Canada,Nigeria,Nigeria,Perpetua Nkwocha,73,FALSE,FALSE
2011-07-05,England,Japan,England,Ellen White,15,FALSE,FALSE
2011-07-05,England,Japan,England,Rachel Yankey,66,FALSE,FALSE
2011-07-05,Germany,France,Germany,Kerstin Garefrekes,25,FALSE,FALSE
2011-07-05,Germany,France,Germany,Inka Grings,32,FALSE,FALSE
2011-07-05,Germany,France,France,Marie-Laure Delie,56,FALSE,FALSE
2011-07-05,Germany,France,Germany,Inka Grings,68,FALSE,TRUE
2011-07-05,Germany,France,France,Laura Georges,72,FALSE,FALSE
2011-07-05,Germany,France,Germany,Célia Šašić,89,FALSE,FALSE
2011-07-05,New Zealand,Mexico,Mexico,Stephany Mayor,2,FALSE,FALSE
2011-07-05,New Zealand,Mexico,Mexico,Maribel Domínguez,29,FALSE,FALSE
2011-07-05,New Zealand,Mexico,New Zealand,Rebecca Smith,90,FALSE,FALSE
2011-07-05,New Zealand,Mexico,New Zealand,Hannah Wilkinson,90,FALSE,FALSE
2011-07-06,Australia,Norway,Norway,Elise Thorsnes,56,FALSE,FALSE
2011-07-06,Australia,Norway,Australia,Kyah Simon,57,FALSE,FALSE
2011-07-06,Australia,Norway,Australia,Kyah Simon,87,FALSE,FALSE
2011-07-06,Equatorial Guinea,Brazil,Brazil,Érika,49,FALSE,FALSE
2011-07-06,Equatorial Guinea,Brazil,Brazil,Cristiane,54,FALSE,FALSE
2011-07-06,Equatorial Guinea,Brazil,Brazil,Cristiane,90,FALSE,TRUE
2011-07-06,Sweden,United States,Sweden,Lisa Dahlkvist,16,FALSE,TRUE
2011-07-06,Sweden,United States,Sweden,Amy LePeilbet,35,TRUE,FALSE
2011-07-06,Sweden,United States,United States,Abby Wambach,67,FALSE,FALSE
2011-07-09,England,France,England,Jill Scott,59,FALSE,FALSE
2011-07-09,England,France,France,Élise Bussaglia,88,FALSE,FALSE
2011-07-09,Germany,Japan,Japan,Karina Maruyama,108,FALSE,FALSE
2011-07-10,Brazil,United States,United States,Daiane Rodrigues,2,TRUE,FALSE
2011-07-10,Brazil,United States,Brazil,Marta,68,FALSE,TRUE
2011-07-10,Brazil,United States,Brazil,Marta,92,FALSE,FALSE
2011-07-10,Brazil,United States,United States,Abby Wambach,120,FALSE,FALSE
2011-07-10,Sweden,Australia,Sweden,Therese Sjögran,11,FALSE,FALSE
2011-07-10,Sweden,Australia,Sweden,Lisa Dahlkvist,16,FALSE,FALSE
2011-07-10,Sweden,Australia,Australia,Ellyse Perry,40,FALSE,FALSE
2011-07-10,Sweden,Australia,Sweden,Lotta Schelin,52,FALSE,FALSE
2011-07-13,France,United States,United States,Lauren Holiday,9,FALSE,FALSE
2011-07-13,France,United States,France,Sonia Bompastor,55,FALSE,FALSE
2011-07-13,France,United States,United States,Abby Wambach,79,FALSE,FALSE
2011-07-13,France,United States,United States,Alex Morgan,82,FALSE,FALSE
2011-07-13,Japan,Sweden,Sweden,Josefine Öqvist,10,FALSE,FALSE
2011-07-13,Japan,Sweden,Japan,Nahomi Kawasumi,19,FALSE,FALSE
2011-07-13,Japan,Sweden,Japan,Homare Sawa,60,FALSE,FALSE
2011-07-13,Japan,Sweden,Japan,Nahomi Kawasumi,64,FALSE,FALSE
2011-07-16,Sweden,France,Sweden,Lotta Schelin,29,FALSE,FALSE
2011-07-16,Sweden,France,France,Élodie Thomis,56,FALSE,FALSE
2011-07-16,Sweden,France,Sweden,Marie Hammarström,82,FALSE,FALSE
